trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
643,False,"{'a': 0.7, 'e': 0.03943615033625495}",20,10,20.189801733658904,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.7, 'e': 0.03940552031195503}",30,18,23.04411701411912,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.7, 'e': 0.039374961547907886}",20,10,17.59833598380923,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.7, 'e': 0.039344473768231684}",25,0,36.257830885187715,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
647,False,"{'a': 0.7, 'e': 0.039314056698537575}",25,13,25.42408103232239,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.7, 'e': 0.039283710065919304}",30,12,21.272949276039185,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.7, 'e': 0.03925343359894298}",20,9,8.001255409642372,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
650,False,"{'a': 0.7, 'e': 0.03922322702763681}",25,8,28.719741364010268,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.7, 'e': 0.03919309008348103}",20,15,8.766207333042757,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.7, 'e': 0.03916302249939787}",20,0,32.8587267300363,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
653,False,"{'a': 0.7, 'e': 0.03913302400974161}",25,3,25.349600042355597,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
654,False,"{'a': 0.7, 'e': 0.039103094350288754}",30,20,22.8313227740106,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.7, 'e': 0.03907323325822818}",20,0,27.30230729756462,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
656,False,"{'a': 0.7, 'e': 0.03904344047215152}",20,8,21.160968150679572,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.7, 'e': 0.03901371573204352}",30,16,23.33606879069168,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.7, 'e': 0.038984058779272523}",25,2,39.837223498849305,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.7, 'e': 0.03895446935658099}",20,0,31.403736742697387,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
660,False,"{'a': 0.7, 'e': 0.03892494720807615}",25,10,3.7259658430141678,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
661,False,"{'a': 0.7, 'e': 0.038895492079220696}",25,14,21.468553638989793,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.7, 'e': 0.038866103716823586}",30,10,36.13319759149111,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.7, 'e': 0.03883678186903087}",35,24,10.46809173170805,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
664,False,"{'a': 0.7, 'e': 0.03880752628531664}",20,2,18.699196810202306,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
665,False,"{'a': 0.7, 'e': 0.038778336716474064}",25,15,16.635103441893584,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.7, 'e': 0.03874921291460643}",30,0,44.37221304632144,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
667,False,"{'a': 0.7, 'e': 0.038720154633118314}",25,20,7.732942862206265,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.7, 'e': 0.03869116162670684}",25,15,16.16427437817434,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.7, 'e': 0.038662233651352955}",20,2,30.558195790200365,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.7, 'e': 0.03863337046431279}",20,10,20.485955098598673,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.7, 'e': 0.038604571824109146}",30,21,12.992550353051037,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.7, 'e': 0.03857583749052298}",20,9,15.962695583864194,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.7, 'e': 0.03854716722458499}",20,0,29.22737568276631,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.7, 'e': 0.03851856078856727}",25,11,26.52518304302376,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.7, 'e': 0.03849001794597505}",30,15,27.31703334875811,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.7, 'e': 0.038461538461538464}",30,14,19.834633522594252,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.7, 'e': 0.03843312210120439}",25,13,21.5153504867259,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.7, 'e': 0.03840476863212843}",25,11,25.90200698111522,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.7, 'e': 0.038376477822666816}",20,0,7.293835735929744,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
680,False,"{'a': 0.7, 'e': 0.03834824944236852}",30,12,32.16563054986731,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.7, 'e': 0.03832008326196737}",25,0,38.366967975316044,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
682,False,"{'a': 0.7, 'e': 0.03829197905337418}",25,4,22.879035159165152,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
683,False,"{'a': 0.7, 'e': 0.03826393658966905}",25,0,15.880046205815507,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
684,False,"{'a': 0.7, 'e': 0.038235955645093626}",30,12,36.36598362045688,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.7, 'e': 0.03820803599504351}",20,0,28.910499133080346,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
686,False,"{'a': 0.7, 'e': 0.038180177416060626}",25,13,24.769913633382114,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.7, 'e': 0.038152379685825785}",25,0,39.65010162907248,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
688,False,"{'a': 0.7, 'e': 0.038124642583151166}",30,12,32.94040671547154,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.7, 'e': 0.03809696588797296}",30,16,24.65671202400114,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.7, 'e': 0.03806934938134405}",30,17,21.03798801605579,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.7, 'e': 0.03804179284542668}",20,6,22.09424227467592,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.7, 'e': 0.038014296063485276}",20,0,16.063972562788507,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
693,False,"{'a': 0.7, 'e': 0.037986858819879316}",25,0,37.474595215741786,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
694,False,"{'a': 0.7, 'e': 0.037959480900056165}",20,2,26.409992519950396,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.7, 'e': 0.03793216209054408}",20,11,17.091105214772888,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.7, 'e': 0.03790490217894517}",20,7,22.39035684596263,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.7, 'e': 0.03787770095392851}",25,15,15.20886453805458,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.7, 'e': 0.03785055820522323}",25,20,9.791304299442821,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.7, 'e': 0.03782347372361169}",30,21,6.26099179933337,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
700,False,"{'a': 0.7, 'e': 0.03779644730092272}",30,16,22.324918624013986,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.7, 'e': 0.0377694787300249}",25,11,13.15310690621378,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
702,False,"{'a': 0.7, 'e': 0.03774256780481986}",25,5,32.342033069235114,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.7, 'e': 0.03771571432023571}",20,12,3.6820152969471387,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
704,False,"{'a': 0.7, 'e': 0.037688918072220454}",20,1,32.20633737098394,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.7, 'e': 0.03766217885773547}",20,6,12.093461822401544,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
706,False,"{'a': 0.7, 'e': 0.03763549647474907}",20,0,30.542098431244213,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
707,False,"{'a': 0.7, 'e': 0.03760887072223008}",20,0,24.149619842254523,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
708,False,"{'a': 0.7, 'e': 0.037582301400141446}",20,9,17.919222232135787,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.7, 'e': 0.037555788309433985}",20,10,13.977657601435943,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.7, 'e': 0.037529331252040075}",20,10,19.37616073629474,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.7, 'e': 0.037502930030867465}",30,17,10.612793736915792,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
712,False,"{'a': 0.7, 'e': 0.03747658444979307}",20,14,11.228869402575903,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.7, 'e': 0.03745029431365691}",25,0,36.381614221502886,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
714,False,"{'a': 0.7, 'e': 0.03742405942825599}",20,16,6.7889501401640135,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.7, 'e': 0.03739787960033829}",30,10,31.227458327782987,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.7, 'e': 0.037371754637596795}",20,15,8.692241021186192,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.7, 'e': 0.03734568434866355}",25,13,25.435452049966294,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.7, 'e': 0.0373196685431038}",25,17,17.8606511247734,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.7, 'e': 0.03729370703141007}",20,14,10.040523406229655,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.7, 'e': 0.037267799624996496}",25,0,31.929533472212313,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
721,False,"{'a': 0.7, 'e': 0.03724194613619294}",25,0,33.55548306044082,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
722,False,"{'a': 0.7, 'e': 0.03721614637823934}",20,2,25.614063371594664,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.7, 'e': 0.037190400165280094}",20,10,20.10117106268911,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.7, 'e': 0.03716470731235832}",30,9,33.11002653511981,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.7, 'e': 0.037139067635410375}",20,0,29.95983644221654,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.7, 'e': 0.037113480951260276}",25,16,17.030885002089462,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.7, 'e': 0.0370879470776142}",25,19,12.109486046974476,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.7, 'e': 0.03706246583305506}",20,5,23.053093815208452,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.7, 'e': 0.037037037037037035}",30,7,35.34333449636712,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.7, 'e': 0.037011660509880265}",30,13,29.5694685051819,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.7, 'e': 0.036986336072765455}",25,16,13.4194580372182,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.7, 'e': 0.03696106354772864}",20,0,31.21208159491242,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
733,False,"{'a': 0.7, 'e': 0.036935842757655886}",20,9,9.372315243024724,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
734,False,"{'a': 0.7, 'e': 0.03691067352627811}",25,17,16.23063428168853,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.7, 'e': 0.03688555567816588}",25,13,23.956608278681188,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.7, 'e': 0.036860489038724284}",20,6,24.74211904621714,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.7, 'e': 0.03683547343418787}",35,25,16.4267931406767,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.7, 'e': 0.036810508691615514}",35,16,34.287479890474394,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.7, 'e': 0.036785594638885484}",25,0,37.61004700067489,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
740,False,"{'a': 0.7, 'e': 0.036760731104690386}",20,6,21.236412116917435,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.7, 'e': 0.03673591791853225}",20,0,25.305879593916423,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
742,False,"{'a': 0.7, 'e': 0.036711154910717615}",25,2,29.21370335241438,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.7, 'e': 0.03668644191235265}",20,4,26.309487938649227,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.7, 'e': 0.036661778755338326}",25,15,17.52122142316193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.7, 'e': 0.03663716527236558}",25,13,21.452619151160963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.7, 'e': 0.03661260129691062}",25,0,27.483928646656086,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
747,False,"{'a': 0.7, 'e': 0.036588086663230115}",25,8,32.32379175513507,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.7, 'e': 0.036563621206356534}",30,12,26.370805153444703,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.7, 'e': 0.03653920476209348}",20,0,28.887391573924948,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
750,False,"{'a': 0.7, 'e': 0.03651483716701107}",25,0,43.694725552963156,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
751,False,"{'a': 0.7, 'e': 0.03649051825844134}",20,0,24.595853245807547,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.7, 'e': 0.03646624787447364}",20,0,4.5249713040588055,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
753,False,"{'a': 0.7, 'e': 0.03644202585395018}",25,13,22.212184327802756,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.7, 'e': 0.03641785203646149}",30,21,15.65737661195144,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.7, 'e': 0.03639372626234195}",20,16,8.40598998758811,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.7, 'e': 0.036369648372665396}",30,9,19.96599897641988,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
757,False,"{'a': 0.7, 'e': 0.0363456182092407}",25,9,30.953171799837186,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.7, 'e': 0.0363216356146074}",30,16,25.752600705371016,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.7, 'e': 0.036297700432031385}",25,5,40.18160636981119,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.7, 'e': 0.03627381250550058}",25,8,28.86932716485747,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.7, 'e': 0.03624997167972069}",25,11,-0.39141158983634616,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
762,False,"{'a': 0.7, 'e': 0.03622617780011092}",30,20,17.266972778852832,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.7, 'e': 0.03620243071279983}",30,19,8.201864868237955,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
764,False,"{'a': 0.7, 'e': 0.03617873026462108}",20,11,17.718065340512023,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.7, 'e': 0.036155076303109365}",30,20,15.075958779403187,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.7, 'e': 0.036131468676496206}",25,7,32.49666061053472,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.7, 'e': 0.036107907233705945}",20,5,25.28774255314194,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.7, 'e': 0.036084391824351615}",25,6,33.32761062924671,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.7, 'e': 0.036060922298730945}",20,5,26.058360509161847,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.7, 'e': 0.036037498507822355}",20,4,24.321338644006868,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.7, 'e': 0.03601412030328099}",20,6,22.968355232134314,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.7, 'e': 0.035990787537434725}",20,4,23.51958725579454,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.7, 'e': 0.03596750006328032}",30,20,5.516898962286444,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
774,False,"{'a': 0.7, 'e': 0.03594425773447947}",20,11,15.707417749610443,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.7, 'e': 0.03592106040535498}",20,5,27.387352910257903,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.7, 'e': 0.03589790793088691}",20,2,28.372109442195338,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.7, 'e': 0.03587480016670876}",20,13,10.123414860063122,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.7, 'e': 0.03585173696910374}",20,14,9.290934114344696,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.7, 'e': 0.03582871819500093}",20,10,17.41545285767944,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.7, 'e': 0.03580574370197165}",25,0,35.99246882250467,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
781,False,"{'a': 0.7, 'e': 0.03578281334822566}",25,4,29.444919615094765,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.7, 'e': 0.03575992699260758}",25,7,27.51263735679014,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.7, 'e': 0.03573708449459316}",30,14,30.49922327271461,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.7, 'e': 0.03571428571428571}",20,7,21.613479966826475,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.7, 'e': 0.03569153051241249}",25,3,24.493797424726868,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
786,False,"{'a': 0.7, 'e': 0.03566881875032108}",20,8,25.824214628587036,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.7, 'e': 0.035646150289975954}",30,9,38.2196117292887,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.7, 'e': 0.035623524993954825}",20,6,19.89670693993517,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.7, 'e': 0.03560094272544522}",20,8,24.215130251077404,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.7, 'e': 0.035578403348241}",30,17,12.655623293844178,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
791,False,"{'a': 0.7, 'e': 0.035555906726738896}",25,0,38.653886528357624,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
792,False,"{'a': 0.7, 'e': 0.035533452725935076}",20,2,33.57718682281695,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.7, 'e': 0.03551104121142175}",20,0,35.114522351002506,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.7, 'e': 0.0354886720493838}",35,0,58.033175713911405,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
795,False,"{'a': 0.7, 'e': 0.03546634510659543}",30,15,30.8002935558928,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.7, 'e': 0.03544406025041679}",25,9,24.535331003088032,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.7, 'e': 0.03542181734879073}",20,15,10.582744565744456,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.7, 'e': 0.03539961627023943}",25,13,23.483087922722696,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.7, 'e': 0.03537745688386125}",25,14,21.81754486386902,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.7, 'e': 0.035355339059327376}",20,9,20.05792853163582,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.7, 'e': 0.03533326266687867}",20,16,8.647584580393445,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.7, 'e': 0.035311227577322434}",20,11,16.34048023233712,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.7, 'e': 0.035289233662029275}",20,14,11.41969861424428,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.7, 'e': 0.035267280792929914}",25,7,29.21156119652237,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.7, 'e': 0.035245368842512066}",20,16,7.231138328238945,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.7, 'e': 0.03522349768381734}",25,7,26.743792531357784,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.7, 'e': 0.03520166719043814}",20,11,19.14066297900297,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.7, 'e': 0.03517987723651459}",30,19,18.15484898455652,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.7, 'e': 0.035158127696731496}",25,17,12.201212288815663,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.7, 'e': 0.03513641844631533}",25,11,17.278289077203745,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
811,False,"{'a': 0.7, 'e': 0.03511474936103118}",25,15,18.35758653244111,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.7, 'e': 0.03509312031717982}",25,13,20.818893556614633,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.7, 'e': 0.03507153119159472}",25,17,15.02832763862957,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.7, 'e': 0.03504998186163908}",25,3,30.148535013975515,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.7, 'e': 0.035028472205202936}",20,0,25.32782237901661,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
816,False,"{'a': 0.7, 'e': 0.03500700210070024}",25,13,9.442700037979076,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.7, 'e': 0.03498557142706598}",20,5,26.150494639363703,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.7, 'e': 0.034964180063753285}",20,13,0.3816684659558449,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
819,False,"{'a': 0.7, 'e': 0.03494282789073061}",20,11,8.729897620391721,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.7, 'e': 0.03492151478847891}",25,0,34.83513720842556,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
821,False,"{'a': 0.7, 'e': 0.0349002406379888}",30,14,24.558427018281225,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.7, 'e': 0.03487900532075779}",25,8,25.071956702125576,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.7, 'e': 0.03485780871878749}",20,9,8.546434171728052,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
824,False,"{'a': 0.7, 'e': 0.034836650714580884}",30,16,23.878830415494836,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.7, 'e': 0.034815531191139566}",30,18,22.129826129009437,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.7, 'e': 0.03479445003196105}",25,19,11.509048893395384,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.7, 'e': 0.03477340712103605}",20,0,29.237351851046864,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
828,False,"{'a': 0.7, 'e': 0.034752402342845795}",20,12,13.848213969217197,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
