trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2169,False,"{'a': 0.7, 'e': 0.021471887546694362}",20,0,31.5198790591357,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2170,False,"{'a': 0.7, 'e': 0.021466939537054593}",20,12,16.540801374028945,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2171,False,"{'a': 0.7, 'e': 0.021461994946516343}",25,15,20.138649243637836,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2172,False,"{'a': 0.7, 'e': 0.021457053771143726}",30,20,22.442385950144068,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2173,False,"{'a': 0.7, 'e': 0.021452116007007204}",20,16,9.81576787751646,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2174,False,"{'a': 0.7, 'e': 0.021447181650183562}",20,0,27.30709023677358,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2175,False,"{'a': 0.7, 'e': 0.021442250696755896}",25,15,15.120033601822097,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2176,False,"{'a': 0.7, 'e': 0.021437323142813602}",25,20,8.374265989259971,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2177,False,"{'a': 0.7, 'e': 0.021432398984452372}",35,15,33.90705018460082,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2178,False,"{'a': 0.7, 'e': 0.021427478217774167}",20,14,14.467335376580548,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2179,False,"{'a': 0.7, 'e': 0.021422560838887206}",30,9,34.8333473400207,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2180,False,"{'a': 0.7, 'e': 0.021417646843905968}",20,10,14.65074171985443,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2181,False,"{'a': 0.7, 'e': 0.021412736228951155}",25,18,13.467841702956743,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2182,False,"{'a': 0.7, 'e': 0.021407828990149706}",20,13,10.54819452961723,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2183,False,"{'a': 0.7, 'e': 0.021402925123634755}",20,15,10.469664140748318,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2184,False,"{'a': 0.7, 'e': 0.021398024625545645}",25,19,8.771172989630534,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2185,False,"{'a': 0.7, 'e': 0.021393127492027906}",20,11,17.157610527866353,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2186,False,"{'a': 0.7, 'e': 0.021388233719233228}",20,5,26.389315614256397,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2187,False,"{'a': 0.7, 'e': 0.021383343303319473}",25,9,29.829795640456283,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2188,False,"{'a': 0.7, 'e': 0.02137845624045064}",20,12,-6.867541079589223,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
2189,False,"{'a': 0.7, 'e': 0.021373572526796867}",25,0,34.011327825129804,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2190,False,"{'a': 0.7, 'e': 0.02136869215853441}",20,5,26.329187912133783,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2191,False,"{'a': 0.7, 'e': 0.021363815131845643}",20,0,36.2286635486428,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2192,False,"{'a': 0.7, 'e': 0.021358941442919024}",20,6,26.402911348653266,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2193,False,"{'a': 0.7, 'e': 0.021354071087949105}",25,17,16.226108114802493,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2194,False,"{'a': 0.7, 'e': 0.021349204063136496}",35,8,49.43611906561864,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
2195,False,"{'a': 0.7, 'e': 0.021344340364687884}",20,10,17.63811640491785,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2196,False,"{'a': 0.7, 'e': 0.021339479988815996}",20,16,7.90134934064507,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2197,False,"{'a': 0.7, 'e': 0.021334622931739582}",20,11,19.22659050008671,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2198,False,"{'a': 0.7, 'e': 0.021329769189683427}",25,16,16.242643332029854,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2199,False,"{'a': 0.7, 'e': 0.021324918758878316}",25,11,-15.738644552363297,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2200,False,"{'a': 0.7, 'e': 0.02132007163556104}",20,0,33.569460608691365,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2201,False,"{'a': 0.7, 'e': 0.021315227815974374}",20,1,31.471301990040537,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2202,False,"{'a': 0.7, 'e': 0.021310387296367063}",20,7,17.119543929752915,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2203,False,"{'a': 0.7, 'e': 0.0213055500729938}",30,20,18.612144196168757,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2204,False,"{'a': 0.7, 'e': 0.021300716142115247}",20,0,28.458368909373597,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2205,False,"{'a': 0.7, 'e': 0.021295885499998}",20,10,19.016109162086018,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2206,False,"{'a': 0.7, 'e': 0.021291058142914557}",20,12,16.84205308848117,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2207,False,"{'a': 0.7, 'e': 0.021286234067143354}",25,11,26.601491663938624,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2208,False,"{'a': 0.7, 'e': 0.021281413268968714}",25,11,20.46441287139049,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2209,False,"{'a': 0.7, 'e': 0.02127659574468085}",25,10,26.894818404109657,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2210,False,"{'a': 0.7, 'e': 0.02127178149057585}",20,11,19.09239203687823,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2211,False,"{'a': 0.7, 'e': 0.021266970502955673}",20,10,16.702526267345306,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2212,False,"{'a': 0.7, 'e': 0.021262162778128115}",20,16,7.115816219891083,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2213,False,"{'a': 0.7, 'e': 0.021257358312406823}",20,5,24.003575179862732,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2214,False,"{'a': 0.7, 'e': 0.021252557102111276}",25,13,13.73364382620338,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2215,False,"{'a': 0.7, 'e': 0.02124775914356676}",20,0,26.68700022424522,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2216,False,"{'a': 0.7, 'e': 0.021242964433104368}",20,12,15.553910179582587,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2217,False,"{'a': 0.7, 'e': 0.021238172967060986}",20,8,19.602327796105676,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2218,False,"{'a': 0.7, 'e': 0.021233384741779292}",35,28,13.754969364488117,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2219,False,"{'a': 0.7, 'e': 0.02122859975360771}",25,0,41.32324951524986,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2220,False,"{'a': 0.7, 'e': 0.021223817998900444}",25,17,15.302343287236843,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2221,False,"{'a': 0.7, 'e': 0.02121903947401743}",25,13,23.354276035193212,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2222,False,"{'a': 0.7, 'e': 0.021214264175324345}",25,15,21.551296750641693,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2223,False,"{'a': 0.7, 'e': 0.02120949209919259}",30,16,27.19946424472181,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2224,False,"{'a': 0.7, 'e': 0.021204723241999273}",25,18,11.524546933965258,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2225,False,"{'a': 0.7, 'e': 0.0211999576001272}",25,15,19.42361354276508,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2226,False,"{'a': 0.7, 'e': 0.02119519516996487}",20,6,28.951878296780745,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2227,False,"{'a': 0.7, 'e': 0.021190435947906452}",20,0,34.016258633240916,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2228,False,"{'a': 0.7, 'e': 0.021185679930351788}",30,1,45.49416461195284,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
2229,False,"{'a': 0.7, 'e': 0.02118092711370637}",20,12,16.46488950642604,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2230,False,"{'a': 0.7, 'e': 0.021176177494381335}",20,0,41.340071604901446,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2231,False,"{'a': 0.7, 'e': 0.021171431068793448}",20,9,19.097460429265304,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2232,False,"{'a': 0.7, 'e': 0.021166687833365085}",20,4,24.429183582464987,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2233,False,"{'a': 0.7, 'e': 0.021161947784524245}",25,9,25.859978293200296,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2234,False,"{'a': 0.7, 'e': 0.021157210918704518}",20,16,8.279133635302045,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2235,False,"{'a': 0.7, 'e': 0.021152477232345077}",30,17,24.825355125278552,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2236,False,"{'a': 0.7, 'e': 0.021147746721890678}",25,15,17.437952164821375,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2237,False,"{'a': 0.7, 'e': 0.021143019383791626}",30,8,37.14226046026763,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2238,False,"{'a': 0.7, 'e': 0.02113829521450379}",20,16,5.41006487022957,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2239,False,"{'a': 0.7, 'e': 0.021133574210488573}",25,12,23.42918501801773,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2240,False,"{'a': 0.7, 'e': 0.021128856368212913}",25,18,12.939583326835635,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2241,False,"{'a': 0.7, 'e': 0.021124141684149264}",30,10,38.28228927614081,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2242,False,"{'a': 0.7, 'e': 0.021119430154775586}",20,2,24.304368312668444,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2243,False,"{'a': 0.7, 'e': 0.02111472177657533}",25,20,8.203506749501356,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2244,False,"{'a': 0.7, 'e': 0.021110016546037454}",20,16,7.950330288172197,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2245,False,"{'a': 0.7, 'e': 0.02110531445965636}",20,3,26.42152554150047,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2246,False,"{'a': 0.7, 'e': 0.021100615513931942}",20,10,22.36391568009803,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2247,False,"{'a': 0.7, 'e': 0.021095919705369528}",20,11,15.190216006626075,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2248,False,"{'a': 0.7, 'e': 0.02109122703047989}",25,7,33.718043775697836,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2249,False,"{'a': 0.7, 'e': 0.02108653748577924}",25,4,37.32169549661943,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2250,False,"{'a': 0.7, 'e': 0.021081851067789197}",20,13,3.771081303037948,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
2251,False,"{'a': 0.7, 'e': 0.0210771677730368}",20,6,25.54350085874544,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2252,False,"{'a': 0.7, 'e': 0.02107248759805448}",25,17,14.988138315122406,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2253,False,"{'a': 0.7, 'e': 0.02106781053938006}",30,2,33.555703409473416,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
2254,False,"{'a': 0.7, 'e': 0.02106313659355673}",25,11,28.702376485442915,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2255,False,"{'a': 0.7, 'e': 0.021058465757133063}",30,17,26.419421153980085,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2256,False,"{'a': 0.7, 'e': 0.021053798026662976}",20,5,24.558714154429218,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2257,False,"{'a': 0.7, 'e': 0.02104913339870572}",30,10,35.77798163185989,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2258,False,"{'a': 0.7, 'e': 0.0210444718698259}",35,8,37.574473388631624,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
2259,False,"{'a': 0.7, 'e': 0.02103981343659344}",30,20,17.751866729695664,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2260,False,"{'a': 0.7, 'e': 0.021035158095583564}",35,13,39.49309682331186,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2261,False,"{'a': 0.7, 'e': 0.021030505843376807}",25,5,31.58943780395827,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2262,False,"{'a': 0.7, 'e': 0.021025856676559002}",25,14,20.267618597890543,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2263,False,"{'a': 0.7, 'e': 0.021021210591721247}",20,8,10.287420806356113,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2264,False,"{'a': 0.7, 'e': 0.02101656758545993}",20,0,28.022350467333887,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2265,False,"{'a': 0.7, 'e': 0.021011927654376678}",20,6,20.27170134159244,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2266,False,"{'a': 0.7, 'e': 0.021007290795078383}",20,2,27.21607806776696,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2267,False,"{'a': 0.7, 'e': 0.021002657004177173}",25,7,33.322331484792365,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2268,False,"{'a': 0.7, 'e': 0.0209980262782904}",30,16,25.492188247101325,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2269,False,"{'a': 0.7, 'e': 0.02099339861404064}",20,5,26.712527718945093,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2270,False,"{'a': 0.7, 'e': 0.020988774008055672}",35,21,30.601552775688273,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2271,False,"{'a': 0.7, 'e': 0.020984152456968483}",25,18,13.422344550483935,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2272,False,"{'a': 0.7, 'e': 0.020979533957417227}",25,12,21.917436708338652,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2273,False,"{'a': 0.7, 'e': 0.020974918506045256}",25,11,29.28095848748178,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2274,False,"{'a': 0.7, 'e': 0.02097030609950108}",20,11,15.830373416655387,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2275,False,"{'a': 0.7, 'e': 0.020965696734438367}",25,7,30.342490910426925,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2276,False,"{'a': 0.7, 'e': 0.020961090407515925}",25,17,12.763170066518084,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2277,False,"{'a': 0.7, 'e': 0.020956487115397715}",30,18,21.861092987893308,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2278,False,"{'a': 0.7, 'e': 0.020951886854752806}",25,10,25.372779640025,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2279,False,"{'a': 0.7, 'e': 0.020947289622255394}",20,3,26.386725027126797,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2280,False,"{'a': 0.7, 'e': 0.020942695414584774}",20,0,30.980960409355976,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2281,False,"{'a': 0.7, 'e': 0.020938104228425347}",20,7,23.04246373276472,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2282,False,"{'a': 0.7, 'e': 0.020933516060466586}",30,18,10.986727784325053,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2283,False,"{'a': 0.7, 'e': 0.02092893090740305}",25,14,17.709324317913342,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2284,False,"{'a': 0.7, 'e': 0.02092434876593436}",20,13,8.88582032023463,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2285,False,"{'a': 0.7, 'e': 0.0209197696327652}",25,2,40.45912594161173,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2286,False,"{'a': 0.7, 'e': 0.020915193504605287}",20,10,18.973853356072528,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2287,False,"{'a': 0.7, 'e': 0.020910620378169383}",30,15,4.063538095275725,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
2288,False,"{'a': 0.7, 'e': 0.02090605025017727}",20,11,18.070747778222618,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2289,False,"{'a': 0.7, 'e': 0.020901483117353754}",20,0,34.480772094059034,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2290,False,"{'a': 0.7, 'e': 0.020896918976428647}",30,22,16.774002687813677,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2291,False,"{'a': 0.7, 'e': 0.020892357824136742}",25,4,30.185664738020495,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2292,False,"{'a': 0.7, 'e': 0.02088779965721784}",25,10,26.237890124356326,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2293,False,"{'a': 0.7, 'e': 0.02088324447241671}",20,2,31.634105727101993,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2294,False,"{'a': 0.7, 'e': 0.020878692266483083}",20,0,33.538753586751355,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2295,False,"{'a': 0.7, 'e': 0.020874143036171647}",20,13,10.53497511925011,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2296,False,"{'a': 0.7, 'e': 0.020869596778242055}",20,0,28.6682919837038,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2297,False,"{'a': 0.7, 'e': 0.020865053489458874}",30,18,7.30721402034324,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2298,False,"{'a': 0.7, 'e': 0.020860513166591616}",25,10,29.29610994263771,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2299,False,"{'a': 0.7, 'e': 0.020855975806414705}",20,10,19.262871748400883,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2300,False,"{'a': 0.7, 'e': 0.020851441405707476}",25,11,27.377576883973063,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2301,False,"{'a': 0.7, 'e': 0.02084690996125416}",25,13,21.876330881837788,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2302,False,"{'a': 0.7, 'e': 0.020842381469843886}",30,18,24.068803542207334,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2303,False,"{'a': 0.7, 'e': 0.020837855928270654}",25,13,21.44780155653845,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2304,False,"{'a': 0.7, 'e': 0.020833333333333332}",20,13,11.494547307429968,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2305,False,"{'a': 0.7, 'e': 0.02082881368183567}",30,18,23.67248484398926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2306,False,"{'a': 0.7, 'e': 0.020824296970586242}",20,8,18.65449117801411,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2307,False,"{'a': 0.7, 'e': 0.02081978319639849}",20,2,34.00981379552284,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2308,False,"{'a': 0.7, 'e': 0.020815272356090667}",20,15,11.293901111653067,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2309,False,"{'a': 0.7, 'e': 0.02081076444648586}",30,16,28.288450614622505,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2310,False,"{'a': 0.7, 'e': 0.020806259464411975}",25,18,14.20944171628762,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2311,False,"{'a': 0.7, 'e': 0.020801757406701715}",20,8,10.210937640894949,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2312,False,"{'a': 0.7, 'e': 0.020797258270192576}",25,20,11.776939755622426,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2313,False,"{'a': 0.7, 'e': 0.020792762051726844}",25,18,14.120634573470644,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2314,False,"{'a': 0.7, 'e': 0.020788268748151588}",25,3,36.94765247277231,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2315,False,"{'a': 0.7, 'e': 0.020783778356318634}",20,16,6.191320931002782,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2316,False,"{'a': 0.7, 'e': 0.020779290873084565}",20,15,10.918695288668388,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2317,False,"{'a': 0.7, 'e': 0.02077480629531073}",25,15,18.036306675446337,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2318,False,"{'a': 0.7, 'e': 0.020770324619863195}",20,13,11.508404081758524,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2319,False,"{'a': 0.7, 'e': 0.020765845843612775}",20,7,22.667617320785737,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2320,False,"{'a': 0.7, 'e': 0.020761369963434993}",20,8,25.96994432128757,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2321,False,"{'a': 0.7, 'e': 0.020756896976210092}",20,9,13.152665746795343,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2322,False,"{'a': 0.7, 'e': 0.020752426878823012}",20,0,32.160464370514404,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2323,False,"{'a': 0.7, 'e': 0.020747959668163396}",20,14,11.624740639777956,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2324,False,"{'a': 0.7, 'e': 0.02074349534112556}",25,0,40.856098113685384,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2325,False,"{'a': 0.7, 'e': 0.020739033894608506}",25,17,11.134786875112285,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2326,False,"{'a': 0.7, 'e': 0.020734575325515897}",20,13,12.808205500932992,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2327,False,"{'a': 0.7, 'e': 0.020730119630756057}",25,11,25.21436359837496,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2328,False,"{'a': 0.7, 'e': 0.020725666807241958}",20,13,12.255977066482236,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2329,False,"{'a': 0.7, 'e': 0.020721216851891204}",25,7,27.90276928904585,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2330,False,"{'a': 0.7, 'e': 0.020716769761626043}",35,26,14.06630323150181,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2331,False,"{'a': 0.7, 'e': 0.020712325533373335}",20,10,8.543181682149902,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2332,False,"{'a': 0.7, 'e': 0.020707884164064553}",30,15,28.97117219925086,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2333,False,"{'a': 0.7, 'e': 0.020703445650635786}",20,16,5.535277151107655,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2334,False,"{'a': 0.7, 'e': 0.020699009990027696}",20,6,28.158751344768323,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2335,False,"{'a': 0.7, 'e': 0.020694577179185557}",25,15,19.85164465882763,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2336,False,"{'a': 0.7, 'e': 0.0206901472150592}",30,13,30.393411869856685,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2337,False,"{'a': 0.7, 'e': 0.020685720094603028}",20,6,24.365851941082415,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2338,False,"{'a': 0.7, 'e': 0.02068129581477602}",25,11,25.572670494428014,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2339,False,"{'a': 0.7, 'e': 0.02067687437254168}",20,11,17.6699392258092,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2340,False,"{'a': 0.7, 'e': 0.020672455764868078}",20,11,16.89259351212705,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2341,False,"{'a': 0.7, 'e': 0.0206680399887278}",20,15,9.246689392096267,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2342,False,"{'a': 0.7, 'e': 0.02066362704109797}",30,4,45.907901323628316,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
2343,False,"{'a': 0.7, 'e': 0.020659216918960218}",20,6,21.56620688220167,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2344,False,"{'a': 0.7, 'e': 0.02065480961930069}",25,15,21.119881148498816,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2345,False,"{'a': 0.7, 'e': 0.020650405139110022}",25,19,11.59490925880392,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2346,False,"{'a': 0.7, 'e': 0.02064600347538335}",30,13,31.22899392906692,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2347,False,"{'a': 0.7, 'e': 0.020641604625120283}",25,7,31.89941613316234,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2348,False,"{'a': 0.7, 'e': 0.0206372085853249}",30,10,22.82187816064385,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2349,False,"{'a': 0.7, 'e': 0.020632815353005762}",30,16,25.356630962936926,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2350,False,"{'a': 0.7, 'e': 0.02062842492517587}",30,18,21.96054940493909,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2351,False,"{'a': 0.7, 'e': 0.020624037298852673}",20,0,34.40071878157125,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
